text,text_pair,label_traceability_gap,label_validation_gap,label_design_inconsistency,label_environmental_dependency,label_serviceability_impact,label_operational_risk
Verification item DEMO-REQ-20343-2: lidar and radar fusion unit must allow field technicians to inspect or replace the radar bracket assembly without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20343-2: access time and diagnostic confidence.,DEMO-EVID-30343 bench record: one representative sequence for reject false berm reflections during autonomous reversing during low-speed reverse alignment against DEMO-REQ-20343-2. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20343-2.,1,0,0,0,1,0
Customer constraint DEMO-REQ-20405-0: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning under personnel-zone warning input. Evidence DEMO-REQ-20405-0: stop distance and brake-command agreement.,DEMO-EVID-30405 vehicle record: right subsystem is named; sensitivity appears after thermal cycling for DEMO-REQ-20405-0. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20405-0.,0,0,0,1,0,1
Release item DEMO-REQ-20325-1: safe-stop controller shall continue at limited crawl after a non-critical perception warning when single-channel perception degradation is active. Review DEMO-REQ-20325-1: checks crawl authorization and remote-supervision state.,DEMO-EVID-30325 evidence note: exercised bring the truck to a controlled stop after an exclusion-zone warning in personnel-zone warning input; stop distance and brake-command agreement stayed within the review window against DEMO-REQ-20325-1. Scope note: single-channel perception degradation and continue at limited crawl after a non-critical perception warning were not part of this run for DEMO-REQ-20325-1.,1,1,0,1,0,0
Release item DEMO-REQ-20297-2: payload estimation system shall allow field technicians to inspect or replace the payload sensor calibration file without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20297-2: checks access time and diagnostic confidence.,DEMO-EVID-30297 QA note: positive result for update energy forecast after payload is measured at loading during loaded departure from the shovel area against DEMO-REQ-20297-2. Not evaluated: avoid false overload messages during short suspension oscillations in rough-road suspension movement although the hardware configuration is otherwise comparable for DEMO-REQ-20297-2.,0,1,0,0,1,0
Customer constraint DEMO-REQ-20270-2: megawatt charging interface shall notify fleet supervision before megawatt charging interface behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20270-2: alert lead time and event context.,DEMO-EVID-30270 package: used the megawatt charging interface setup for interrupted charging after connector temperature warning and recorded stable reconnect timing and technician handling state against DEMO-REQ-20270-2. Open item: nominal depot temperature and the related complete a normal charging handshake at depot temperature sequence for a later campaign for DEMO-REQ-20270-2.,1,1,0,0,0,0
Release item DEMO-REQ-20345-2: safe-stop controller shall allow field technicians to inspect or replace the safe-stop input module without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20345-2: checks access time and diagnostic confidence.,Document package DEMO-EVID-30345 was filed under the previous requirement revision for DEMO-REQ-20345-2. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20345-2.,1,0,0,0,1,0
DEMO-REQ-20292-3: remote diagnostic interface must allow remote product support to classify faults involving the charger diagnostic data set before dispatching parts for customer-site troubleshooting. Acceptance DEMO-REQ-20292-3: fault context completeness and remote retrieval time.,DEMO-EVID-30292 implementation review: recorded a conservative torque reduction until the warning clears after remote review of a normal completed charge against DEMO-REQ-20292-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20292-3.,0,0,1,0,1,1
Verification item DEMO-REQ-20167-3: GNSS-denied localization module must allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20167-3: access time and diagnostic confidence.,DEMO-EVID-30167 service note: function confirmed at the machine; technicians still need physical access to the localization reference unit for DEMO-REQ-20167-3. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20167-3.,0,0,1,0,1,0
Release item DEMO-REQ-20430-2: megawatt charging interface shall complete a normal charging handshake at depot temperature when nominal depot temperature is active. Review DEMO-REQ-20430-2: checks handshake sequence and isolation confirmation.,Trial DEMO-EVID-30430 follows the requested signal path and then introduces mud accumulation for DEMO-REQ-20430-2. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20430-2.,0,1,1,1,0,1
DEMO-REQ-20355-1: electric wheel drive shall store the wheel-end temperature channel during dry workshop apron. Acceptance DEMO-REQ-20355-1: checks station log alignment with the vehicle event stream.,DEMO-EVID-30355 field support note: dry workshop apron run captured the wheel-end temperature channel on the service laptop for DEMO-REQ-20355-1. The replayed vehicle log followed the acceptance sequence without manual correction for DEMO-REQ-20355-1. Service-panel removal was not exercised because no access task is required by the item for DEMO-REQ-20355-1.,0,0,0,0,0,0
Customer constraint DEMO-REQ-20112-2: high-voltage battery pack shall notify fleet supervision before high-voltage battery pack behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20112-2: alert lead time and event context.,DEMO-EVID-30112 evidence note: exercised limit cell-temperature spread during repeated haul cycles in alternating loaded and unloaded cycles; cell delta and balancing state stayed within the review window against DEMO-REQ-20112-2. Scope note: planned field-service replacement and allow field replacement of one battery module without pack removal were not part of this run for DEMO-REQ-20112-2.,1,1,0,0,0,0
Customer constraint DEMO-REQ-20170-2: megawatt charging interface shall complete a normal charging handshake at depot temperature under nominal depot temperature. Evidence DEMO-REQ-20170-2: handshake sequence and isolation confirmation.,DEMO-EVID-30170 campaign: shortened profile for complete a normal charging handshake at depot temperature in nominal depot temperature against DEMO-REQ-20170-2. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20170-2.,0,1,0,0,0,0
Verification item DEMO-REQ-20430-1: megawatt charging interface must complete a normal charging handshake at depot temperature in nominal depot temperature. Review DEMO-REQ-20430-1: handshake sequence and isolation confirmation.,Assessment DEMO-EVID-30430 reports stable behaviour first and reduced margin after thermal cycling for DEMO-REQ-20430-1. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20430-1.,0,0,0,1,0,0
DEMO-REQ-20496-2: regenerative braking controller must notify fleet supervision before regenerative braking controller behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20496-2: alert lead time and event context.,DEMO-EVID-30496 package: used the regenerative braking controller setup for long descending haul road with high payload and recorded stable brake balance and speed stability against DEMO-REQ-20496-2. Open item: high state of charge near the dump point and the related protect the battery when the pack cannot accept full regeneration sequence for a later campaign for DEMO-REQ-20496-2.,1,1,0,0,0,0
DEMO-REQ-20203-1: lidar and radar fusion unit shall notify fleet supervision before lidar and radar fusion unit behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20203-1: alert lead time and event context.,DEMO-EVID-30203 package: used the lidar and radar fusion unit setup for low-speed reverse alignment and recorded stable false-positive rate and stopping margin against DEMO-REQ-20203-1. Open item: corrugated haul-road vibration and the related keep obstacle classification stable during chassis vibration sequence for a later campaign for DEMO-REQ-20203-1.,1,1,0,0,0,1
