text,text_pair
DEMO-REQ-20432-2: megawatt charging interface must prevent recurrence of the observed restriction in the megawatt charging interface for nominal depot temperature. Acceptance DEMO-REQ-20432-2: handshake sequence and isolation confirmation.,DEMO-EVID-30432 field log: repeatable restriction recorded in interrupted charging after connector temperature warning against DEMO-REQ-20432-2. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20432-2.
Release item DEMO-REQ-20380-1: autonomous haulage controller shall hold route accuracy through a loading-zone transition when dust at the loading berm is active. Review DEMO-REQ-20380-1: checks route deviation and command continuity.,DEMO-EVID-30380 bench record: one representative sequence for hold route accuracy through a loading-zone transition during dust at the loading berm against DEMO-REQ-20380-1. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20380-1.
Verification item DEMO-REQ-20304-2: GNSS-denied localization module must allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20304-2: access time and diagnostic confidence.,Service trial DEMO-EVID-30304 completed safely with the localization reference unit for DEMO-REQ-20304-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20304-2.
DEMO-REQ-20353-0: predictive maintenance model must compare the previous and current acceptance records for the predictive maintenance model for requirements revision review. Acceptance DEMO-REQ-20353-0: documented equivalence of the acceptance basis.,DEMO-EVID-30353 report: earlier review ID is named; cross-reference added for DEMO-REQ-20353-0. Run content appears to use the same operating case as the current record for DEMO-REQ-20353-0.
DEMO-REQ-20422-2: perception sensor cluster shall detect and report the observed restriction in the perception sensor cluster during wind-blown dust during shift change. Acceptance DEMO-REQ-20422-2: temporary blind-zone duration.,Commissioning note DEMO-EVID-30422 shows the perception sensor cluster entered a restricted state during wind-blown dust during shift change for DEMO-REQ-20422-2. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20422-2.
DEMO-REQ-20356-3: electric wheel drive shall report the wheel-end temperature channel during dry workshop apron. Acceptance DEMO-REQ-20356-3: checks signal timing and recorded state alignment.,DEMO-EVID-30356 commissioning note: dry workshop apron run captured the wheel-end temperature channel on the service laptop for DEMO-REQ-20356-3. Recorded state changes matched the requested sequence for DEMO-REQ-20356-3. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20356-3.
DEMO-REQ-20175-3: regenerative braking controller shall display the regen acceptance limit during steady downhill segment. Acceptance DEMO-REQ-20175-3: checks recorded value stability during the requested window.,DEMO-EVID-30175 validation memo: steady downhill segment run captured the regen acceptance limit on the energy balance sheet for DEMO-REQ-20175-3. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20175-3. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20175-3.
Customer constraint DEMO-REQ-20093-3: predictive maintenance model shall avoid nuisance alerts during normal payload variation under high but normal payload variation. Evidence DEMO-REQ-20093-3: false-alert rate and operator acknowledgement.,DEMO-EVID-30093 evidence note: exercised identify wheel-drive bearing drift before the inspection interval in slow vibration trend growth; lead time and confirmed work-order relevance stayed within the review window against DEMO-REQ-20093-3. Scope note: high but normal payload variation and avoid nuisance alerts during normal payload variation were not part of this run for DEMO-REQ-20093-3.
Customer constraint DEMO-REQ-20257-2: software update manager shall allow field technicians to inspect or replace the software configuration manifest without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20257-2: access time and diagnostic confidence.,Field-support note DEMO-EVID-30257 says the deciding status can be read only after reaching the software configuration manifest for DEMO-REQ-20257-2. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20257-2.
Customer constraint DEMO-REQ-20090-3: high-voltage battery pack shall notify fleet supervision before high-voltage battery pack behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20090-3: alert lead time and event context.,Trial DEMO-EVID-30090 follows the requested signal path and then introduces thermal cycling for DEMO-REQ-20090-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20090-3.
Release item DEMO-REQ-20045-2: safe-stop controller shall allow field technicians to inspect or replace the safe-stop input module without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20045-2: checks access time and diagnostic confidence.,DEMO-EVID-30045 campaign: shortened profile for bring the truck to a controlled stop after an exclusion-zone warning in personnel-zone warning input against DEMO-REQ-20045-2. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20045-2.
Verification item DEMO-REQ-20002-0: perception sensor cluster must detect a stationary service vehicle at the edge of the travel corridor in nominal apron visibility. Review DEMO-REQ-20002-0: detection confidence and classification stability.,DEMO-EVID-30002 bench record: one representative sequence for detect a stationary service vehicle at the edge of the travel corridor during nominal apron visibility against DEMO-REQ-20002-0. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20002-0.
DEMO-REQ-20091-3: cooling pump controller shall publish the pump speed feedback during pilot fleet replay. Acceptance DEMO-REQ-20091-3: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30091 supplier-quality screen: pilot fleet replay run captured the pump speed feedback on the remote diagnostic screen for DEMO-REQ-20091-3. Dashboard values matched the archived vehicle stream for DEMO-REQ-20091-3. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20091-3.
